COUNTY,BLOCKGRP,DEMO,T_POP,V_POP
"Block Group 2, Census Tract 202, Dale County, Alabama",15000US010450202002,10,0,0
"Block Group 2, Census Tract 202, Dale County, Alabama",15000US010450202002,11,0,0
"Block Group 2, Census Tract 202, Dale County, Alabama",15000US010450202002,12,15,15
"Block Group 2, Census Tract 202, Dale County, Alabama",15000US010450202002,13,0,0
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,1,1325,995
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,2,1325,995
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,3,0,0
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,4,0,0
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,5,325,155
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,6,0,0
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,7,1000,840
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,8,0,0
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,9,0,0
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,10,0,0
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,11,0,0
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,12,0,0
"Block Group 1, Census Tract 203, Dale County, Alabama",15000US010450203001,13,0,0
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,1,785,580
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,2,780,580
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,3,0,0
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,4,0,0
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,5,0,0
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,6,0,0
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,7,760,575
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,8,0,0
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,9,0,0
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,10,0,0
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,11,0,0
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,12,20,4
"Block Group 2, Census Tract 203, Dale County, Alabama",15000US010450203002,13,4,0
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,1,1705,1425
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,2,1690,1410
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,3,0,0
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,4,0,0
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,5,145,145
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,6,0,0
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,7,1540,1260
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,8,0,0
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,9,0,0
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,10,0,0
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,11,0,0
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,12,4,4
"Block Group 1, Census Tract 204, Dale County, Alabama",15000US010450204001,13,15,15
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,1,885,645
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,2,885,645
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,3,0,0
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,4,0,0
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,5,30,30
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,6,0,0
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,7,860,620
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,8,0,0
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,9,0,0
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,10,0,0
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,11,0,0
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,12,0,0
"Block Group 2, Census Tract 204, Dale County, Alabama",15000US010450204002,13,0,0
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,1,720,560
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,2,695,560
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,3,0,0
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,4,0,0
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,5,140,80
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,6,0,0
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,7,555,485
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,8,0,0
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,9,0,0
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,10,0,0
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,11,0,0
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,12,0,0
"Block Group 1, Census Tract 205, Dale County, Alabama",15000US010450205001,13,20,0
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,1,575,530
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,2,575,530
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,3,0,0
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,4,0,0
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,5,145,145
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,6,0,0
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,7,390,345
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,8,35,35
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,9,0,0
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,10,0,0
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,11,4,4
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,12,0,0
"Block Group 2, Census Tract 205, Dale County, Alabama",15000US010450205002,13,0,0
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,1,535,460
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,2,535,460
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,3,4,4
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,4,0,0
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,5,100,70
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,6,0,0
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,7,415,370
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,8,20,20
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,9,0,0
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,10,0,0
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,11,0,0
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,12,0,0
"Block Group 3, Census Tract 205, Dale County, Alabama",15000US010450205003,13,0,0
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,1,1160,870
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,2,1145,865
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,3,4,4
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,4,0,0
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,5,950,725
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,6,0,0
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,7,170,125
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,8,10,10
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,9,0,0
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,10,10,4
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,11,0,0
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,12,0,0
"Block Group 1, Census Tract 207, Dale County, Alabama",15000US010450207001,13,15,4
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,1,615,505
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,2,600,500
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,3,0,0
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,4,4,4
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,5,340,265
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,6,0,0
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,7,260,230
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,8,4,4
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,9,0,0
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,10,0,0
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,11,0,0
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,12,0,0
"Block Group 2, Census Tract 207, Dale County, Alabama",15000US010450207002,13,10,4
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,1,700,465
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,2,645,455
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,3,0,0
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,4,4,4
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,5,280,175
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,6,0,0
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,7,335,270
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,8,0,0
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,9,0,0
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,10,20,0
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,11,0,0
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,12,10,10
"Block Group 3, Census Tract 207, Dale County, Alabama",15000US010450207003,13,55,10
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,1,580,465
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,2,580,465
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,3,0,0
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,4,0,0
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,5,175,105
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,6,0,0
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,7,400,355
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,8,4,4
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,9,0,0
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,10,0,0
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,11,0,0
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,12,0,0
"Block Group 4, Census Tract 207, Dale County, Alabama",15000US010450207004,13,0,0
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,1,1200,955
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,2,1155,905
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,3,25,10
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,4,25,25
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,5,240,180
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,6,0,0
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,7,795,665
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,8,10,0
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,9,0,0
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,10,30,0
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,11,25,25
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,12,0,0
"Block Group 1, Census Tract 208.01, Dale County, Alabama",15000US010450208011,13,50,50
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,1,2060,1470
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,2,2015,1420
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,3,0,0
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,4,45,45
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,5,775,445
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,6,0,0
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,7,1185,925
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,8,0,0
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,9,0,0
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,10,0,0
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,11,0,0
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,12,10,0
"Block Group 2, Census Tract 208.01, Dale County, Alabama",15000US010450208012,13,50,50
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,1,515,450
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,2,515,450
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,3,0,0
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,4,0,0
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,5,120,120
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,6,4,4
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,7,375,310
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,8,0,0
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,9,0,0
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,10,0,0
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,11,15,15
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,12,0,0
"Block Group 1, Census Tract 208.02, Dale County, Alabama",15000US010450208021,13,0,0
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,1,955,745
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,2,925,715
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,3,0,0
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,4,4,4
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,5,195,120
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,6,0,0
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,7,730,590
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,8,0,0
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,9,0,0
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,10,0,0
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,11,0,0
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,12,0,0
"Block Group 2, Census Tract 208.02, Dale County, Alabama",15000US010450208022,13,30,30
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,1,945,720
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,2,925,700
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,3,0,0
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,4,0,0
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,5,125,35
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,6,0,0
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,7,790,655
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,8,0,0
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,9,10,10
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,10,0,0
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,11,0,0
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,12,0,0
"Block Group 3, Census Tract 208.02, Dale County, Alabama",15000US010450208023,13,20,20
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,1,1190,875
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,2,1150,845
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,3,10,10
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,4,0,0
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,5,230,160
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,6,0,0
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,7,825,625
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,8,65,50
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,9,0,0
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,10,25,0
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,11,0,0
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,12,0,0
"Block Group 4, Census Tract 208.02, Dale County, Alabama",15000US010450208024,13,40,30
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,1,885,785
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,2,855,755
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,3,0,0
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,4,4,4
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,5,120,120
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,6,0,0
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,7,725,625
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,8,4,4
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,9,0,0
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,10,0,0
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,11,0,0
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,12,0,0
"Block Group 5, Census Tract 208.02, Dale County, Alabama",15000US010450208025,13,30,30
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,1,1730,1305
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,2,1570,1255
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,3,0,0
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,4,25,15
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,5,355,285
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,6,0,0
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,7,1145,925
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,8,30,20
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,9,15,10
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,10,0,0
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,11,0,0
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,12,0,0
"Block Group 1, Census Tract 211.01, Dale County, Alabama",15000US010450211011,13,165,50
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,1,705,525
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,2,580,430
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,3,0,0
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,4,10,0
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,5,180,100
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,6,0,0
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,7,395,325
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,8,0,0
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,9,0,0
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,10,0,0
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,11,0,0
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,12,0,0
"Block Group 2, Census Tract 211.01, Dale County, Alabama",15000US010450211012,13,120,95
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,1,955,755
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,2,900,735
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,3,0,0
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,4,0,0
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,5,135,115
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,6,0,0
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,7,750,615
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,8,4,4
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,9,0,0
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,10,4,0
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,11,0,0
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,12,0,0
"Block Group 3, Census Tract 211.01, Dale County, Alabama",15000US010450211013,13,60,25
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,1,950,695
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,2,835,585
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,3,4,4
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,4,0,0
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,5,345,210
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,6,0,0
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,7,480,365
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,8,4,4
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,9,0,0
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,10,4,0
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,11,0,0
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,12,0,0
"Block Group 1, Census Tract 211.02, Dale County, Alabama",15000US010450211021,13,115,115
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,1,1120,830
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,2,995,775
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,3,4,4
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,4,10,10
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,5,345,275
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,6,0,0
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,7,550,460
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,8,4,4
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,9,4,0
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,10,55,0
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,11,15,15
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,12,4,4
"Block Group 2, Census Tract 211.02, Dale County, Alabama",15000US010450211022,13,125,55
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,1,1010,865
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,2,950,820
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,3,0,0
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,4,20,20
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,5,160,140
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,6,0,0
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,7,765,655
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,8,4,4
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,9,0,0
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,10,0,0
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,11,0,0
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,12,0,0
"Block Group 3, Census Tract 211.02, Dale County, Alabama",15000US010450211023,13,60,45
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,1,1180,910
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,2,1140,870
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,3,0,0
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,4,30,30
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,5,295,170
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,6,0,0
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,7,785,670
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,8,0,0
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,9,35,0
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,10,0,0
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,11,0,0
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,12,0,0
"Block Group 4, Census Tract 211.02, Dale County, Alabama",15000US010450211024,13,40,40
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,1,1280,915
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,2,1220,880
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,3,10,10
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,4,65,65
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,5,335,210
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,6,0,0
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,7,785,595
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,8,0,0
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,9,4,0
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,10,25,0
